id;type;geometry
1009;N/A;POINT (11.3245818 44.5012445)
1010;N/A;POINT (11.322897200000002 44.5015096)
1011;N/A;POINT (11.3228879 44.5008241)
1012;N/A;POINT (11.3358361 44.503941999999995)
1013;N/A;POINT (11.335841 44.50419380000002)
1014;N/A;POINT (11.334263 44.505569300000005)
1015;N/A;POINT (11.33163665000916 44.50599970001904)
1016;N/A;POINT (11.3353726 44.50540039999999)
1017;N/A;POINT (11.3410057 44.49515819999999)
1018;N/A;POINT (11.3403472 44.4952652)
1019;N/A;POINT (11.339906 44.494068899999995)
1020;N/A;POINT (11.340869 44.4945787)
1021;N/A;POINT (11.3408317 44.49434419999999)
1022;N/A;POINT (11.340177149998265 44.49470465000012)
1023;N/A;POINT (11.34100650000073 44.49382025000122)
1024;N/A;POINT (11.348667499999998 44.4968611)
1025;N/A;POINT (11.3481872 44.49449119999999)
1026;N/A;POINT (11.374038550001616 44.49338640003153)
1027;N/A;POINT (11.3750353 44.49330809999999)
1028;N/A;POINT (11.376493000015556 44.493183400044636)
1029;N/A;POINT (11.376738200000002 44.493700499999996)
1030;N/A;POINT (11.3770675 44.49313059999999)
1031;N/A;POINT (11.373077700000001 44.493362100000006)
1032;N/A;POINT (11.372963099977808 44.49203845000187)
1033;N/A;POINT (11.372542099999999 44.4932774)
1034;N/A;POINT (11.36277546601568 44.495092848545205)
1035;N/A;POINT (11.3626526 44.4959567)
1036;N/A;POINT (11.3620233 44.4950474)
1037;N/A;POINT (11.3628946 44.4942339)
1038;N/A;POINT (11.362485215404574 44.49712960292648)
1039;N/A;POINT (11.3633079 44.49720959999999)
1040;N/A;POINT (11.3476785 44.51648569999998)
1041;N/A;POINT (11.3477011 44.5158472)
1042;N/A;POINT (11.345526899999998 44.5166049)
1043;N/A;POINT (11.3391573 44.51688899999999)
1044;N/A;POINT (11.3392266 44.51774199999999)
1045;N/A;POINT (11.339895600000002 44.5168632)
1046;N/A;POINT (11.3377696 44.5169415)
1047;N/A;POINT (11.339317200000002 44.51901110000001)
1048;N/A;POINT (11.3410794 44.5188932)
1049;N/A;POINT (11.340744399999998 44.5183171)
1050;N/A;POINT (11.3406916 44.517687099999996)
1051;crossing;POINT (11.336245609204177 44.51699175717879)
1052;N/A;POINT (11.3406369 44.51683469999998)
1053;N/A;POINT (11.3404032 44.5199922)
1054;N/A;POINT (11.3401194 44.5205522)
1055;N/A;POINT (11.3413567 44.5184699)
1056;N/A;POINT (11.3436251 44.5202006)
1057;N/A;POINT (11.343904699999998 44.522071399999994)
1058;N/A;POINT (11.3399225 44.52125979999999)
1059;N/A;POINT (11.348944299956061 44.535249250013685)
1060;N/A;POINT (11.3479058 44.53397189999999)
1061;N/A;POINT (11.3472206 44.53585859999998)
1062;N/A;POINT (11.3486662 44.5353747)
1063;N/A;POINT (11.3466864 44.5363114)
1064;N/A;POINT (11.3463719 44.5358336)
1065;N/A;POINT (11.3475972 44.5380334)
1066;crossing;POINT (11.354873950023796 44.50639210000739)
1067;N/A;POINT (11.349625699999999 44.503617)
1068;N/A;POINT (11.339273149990282 44.533262400000766)
1069;N/A;POINT (11.3669602 44.5300028)
1070;N/A;POINT (11.3678391 44.5338655)
1071;N/A;POINT (11.366833350073767 44.52930815002706)
1072;N/A;POINT (11.363439499999998 44.52608599999999)
1073;N/A;POINT (11.3635993 44.526272399999996)
1074;N/A;POINT (11.3637366 44.5256723)
1075;N/A;POINT (11.3605081 44.51805749999999)
1076;N/A;POINT (11.3602264 44.517529200000006)
1077;N/A;POINT (11.2469809 44.52618460000001)
1078;N/A;POINT (11.2469234 44.52655210000001)
1079;N/A;POINT (11.2460691 44.5252349)
1080;N/A;POINT (11.2456139 44.52469409999999)
1081;N/A;POINT (11.2789049 44.5141173)
1082;N/A;POINT (11.275478100000003 44.5113039)
1083;N/A;POINT (11.2733439 44.50688370000001)
1084;N/A;POINT (11.3365169 44.5162939)
1085;N/A;POINT (11.3316056 44.5162921)
1086;N/A;POINT (11.3367703 44.51623099999999)
1087;N/A;POINT (11.336579 44.5164691)
1088;N/A;POINT (11.3371363 44.515637299999995)
1089;N/A;POINT (11.3508175 44.5285084)
1090;N/A;POINT (11.2845813 44.52010649999999)
1091;motorway_junction;POINT (11.291540499999998 44.523870900000006)
1092;N/A;POINT (11.295991700000002 44.524153299999995)
1093;N/A;POINT (11.2945364 44.523281)
1094;N/A;POINT (11.4022502 44.50483839999999)
1095;N/A;POINT (11.4025781 44.5044935)
1096;N/A;POINT (11.402987599999998 44.504939399999984)
1097;N/A;POINT (11.3834987 44.5029064)
1098;N/A;POINT (11.382547 44.5024629)
1099;N/A;POINT (11.3847642 44.5034269)
1100;N/A;POINT (11.381459900050276 44.502276950051666)
1101;N/A;POINT (11.3889578 44.5046401)
1102;N/A;POINT (11.388977650047247 44.503995350034046)
1103;N/A;POINT (11.3847652 44.503531699999996)
1104;N/A;POINT (11.3820307 44.5048135)
1105;N/A;POINT (11.396938500000001 44.50640769999999)
1106;N/A;POINT (11.396475599999999 44.508295600000004)
1107;N/A;POINT (11.4001471 44.509242)
1108;N/A;POINT (11.394179750000358 44.508259600001544)
1109;N/A;POINT (11.361037750021717 44.524394800011784)
1110;N/A;POINT (11.3591249 44.528323399999984)
1111;motorway_junction;POINT (11.3559998 44.52567319999999)
1112;N/A;POINT (11.360542599999999 44.52425039999999)
1113;N/A;POINT (11.3626093 44.53427429999999)
1114;N/A;POINT (11.360439499995534 44.53147355000077)
1115;N/A;POINT (11.361259699999998 44.53126060000001)
1116;N/A;POINT (11.3628791 44.5344333)
1117;N/A;POINT (11.3654753 44.538408099999984)
1118;N/A;POINT (11.3816655 44.507319)
1119;N/A;POINT (11.3825933 44.50902609999999)
1120;N/A;POINT (11.381007499999999 44.510085100000005)
1121;N/A;POINT (11.383192 44.50223619999999)
1122;motorway_junction;POINT (11.388576700000002 44.496128899999995)
1123;N/A;POINT (11.354071765896702 44.5324933081239)
1124;N/A;POINT (11.3500311 44.5267594)
1125;N/A;POINT (11.3486382 44.52541970000001)
1126;N/A;POINT (11.349476690067755 44.525115151315845)
1127;N/A;POINT (11.3774713 44.49311559999999)
1128;N/A;POINT (11.3779382 44.493923)
1129;N/A;POINT (11.380314 44.4936157)
1130;N/A;POINT (11.3780907 44.492883799999994)
1131;N/A;POINT (11.3881616 44.49322449999999)
1132;N/A;POINT (11.390538350009857 44.49337550000144)
1133;N/A;POINT (11.3871439 44.4932115)
1134;N/A;POINT (11.3897796 44.493485299999996)
1135;N/A;POINT (11.3890159 44.493679599999986)
1136;N/A;POINT (11.3888258 44.4932883)
1137;N/A;POINT (11.3603839 44.4969961)
1138;N/A;POINT (11.3617347 44.49709099999999)
1139;N/A;POINT (11.3719493 44.4952271)
1140;N/A;POINT (11.3813932 44.50530229999998)
1141;N/A;POINT (11.3811872 44.5028827)
1142;N/A;POINT (11.3808647 44.50212340000001)
1143;N/A;POINT (11.3810811 44.5025746)
1144;N/A;POINT (11.380683 44.50196369999999)
1145;N/A;POINT (11.379763499999997 44.5012146)
1146;N/A;POINT (11.3811583 44.5016919)
1147;N/A;POINT (11.3815982 44.5018873)
1148;N/A;POINT (11.389327949995831 44.50405340000113)
1149;N/A;POINT (11.3934385 44.4934952)
1150;N/A;POINT (11.393202300000002 44.4929645)
1151;N/A;POINT (11.3940529 44.493986199999995)
1152;motorway_junction;POINT (11.394166799999999 44.49077799999999)
1153;N/A;POINT (11.391673 44.493205200000006)
1154;N/A;POINT (11.390824499999999 44.491509699999995)
1155;N/A;POINT (11.3915324 44.49154049999999)
1156;N/A;POINT (11.3905207 44.4917149)
1157;N/A;POINT (11.3932349 44.491036199999996)
1158;N/A;POINT (11.3915757 44.49341009999999)
1159;N/A;POINT (11.391844100013497 44.493948050003326)
1160;N/A;POINT (11.39292 44.493798599999984)
1161;N/A;POINT (11.3948684 44.4941438)
1162;N/A;POINT (11.397597299999106 44.49450780000163)
1163;N/A;POINT (11.393707899999999 44.4939966)
1164;N/A;POINT (11.372523599972805 44.49490625002511)
1165;N/A;POINT (11.3726877 44.4945969)
1166;N/A;POINT (11.372914 44.4939954)
1167;N/A;POINT (11.3639548 44.49876089999999)
1168;N/A;POINT (11.3638561 44.49969159999999)
1169;N/A;POINT (11.3631148 44.4986944)
1170;N/A;POINT (11.3641493 44.4972703)
1171;N/A;POINT (11.3722666 44.496099700000016)
1172;N/A;POINT (11.371930399913476 44.49585140002832)
1173;N/A;POINT (11.3724625 44.49622879999999)
1174;N/A;POINT (11.372442699999999 44.4953958)
1175;N/A;POINT (11.3748056 44.4992333)
1176;N/A;POINT (11.3749659 44.5002485)
1177;N/A;POINT (11.3745207 44.49927270000001)
1178;N/A;POINT (11.373178200056834 44.499800250034404)
1179;N/A;POINT (11.3729412 44.49875920000001)
1180;N/A;POINT (11.3733583 44.50014149999999)
1181;N/A;POINT (11.372939108989177 44.49759055038253)
1182;N/A;POINT (11.3730066 44.4972234)
1183;N/A;POINT (11.3620596 44.4999976)
1184;N/A;POINT (11.35980872978344 44.49986156581011)
1185;N/A;POINT (11.361549699999998 44.49860369999999)
1186;N/A;POINT (11.3622543 44.498635699999994)
1187;N/A;POINT (11.365615400000001 44.4973787)
1188;N/A;POINT (11.364835200000002 44.4973215)
1189;N/A;POINT (11.365285719535926 44.50161553417758)
1190;N/A;POINT (11.363689299999999 44.4951708)
1191;N/A;POINT (11.378757 44.5007272)
1192;N/A;POINT (11.3894471 44.50371579999999)
1193;N/A;POINT (11.390423700000001 44.50241739999999)
1194;N/A;POINT (11.39111210007225 44.50159355001389)
1195;N/A;POINT (11.390418500000001 44.491954299999996)
1196;N/A;POINT (11.3898082 44.49147829999999)
1197;N/A;POINT (11.390039400000001 44.49136670000001)
1198;N/A;POINT (11.389681900000001 44.491220000000006)
1199;N/A;POINT (11.3901007 44.49200899999999)
1200;N/A;POINT (11.3904726 44.4923456)
1201;N/A;POINT (11.390317399999999 44.4914472)
1202;N/A;POINT (11.3802597 44.484153)
1203;N/A;POINT (11.3849669 44.484269499999996)
1204;N/A;POINT (11.3799547 44.484291)
1205;N/A;POINT (11.38116160005634 44.483716050030374)
1206;N/A;POINT (11.378583299999999 44.489687)
1207;N/A;POINT (11.3778009 44.48982989999999)
1208;N/A;POINT (11.380093399999998 44.48961619999999)
1209;N/A;POINT (11.3779739 44.48855249999999)
1210;N/A;POINT (11.383214267507851 44.489109953290146)
1211;N/A;POINT (11.388030837819574 44.48863385135774)
1212;N/A;POINT (11.389432281361886 44.49664317239351)
1213;N/A;POINT (11.3875605 44.49628129999999)
1214;N/A;POINT (11.392410299999998 44.4964376)
1215;N/A;POINT (11.411098 44.5105256)
1216;N/A;POINT (11.4090146 44.510528400000005)
1217;N/A;POINT (11.4013262 44.50939659999999)
1218;N/A;POINT (11.4024332 44.51159119999999)
1219;N/A;POINT (11.39965309993356 44.509431100028216)
1220;N/A;POINT (11.4027353 44.48692679999999)
1221;N/A;POINT (11.4058842 44.4853037)
1222;N/A;POINT (11.412515 44.4836697)
1223;N/A;POINT (11.4024982 44.487350400000004)
1224;N/A;POINT (11.412053699999998 44.4841637)
1225;N/A;POINT (11.407792599999999 44.486854699999995)
1226;N/A;POINT (11.406870900000001 44.486618)
1227;N/A;POINT (11.405994699999999 44.48474639999999)
1228;N/A;POINT (11.4068279 44.4843219)
1229;N/A;POINT (11.397150599970342 44.47523070003148)
1230;N/A;POINT (11.4079996 44.484440100000015)
1231;N/A;POINT (11.408976899999999 44.485894299999984)
1232;N/A;POINT (11.4111035 44.484034599999994)
1233;N/A;POINT (11.4086583 44.48654809999999)
1234;N/A;POINT (11.4109678 44.4904824)
1235;N/A;POINT (11.4118136 44.48413800000001)
1236;N/A;POINT (11.377708749967999 44.48660700000331)
1237;N/A;POINT (11.375471 44.48610709999999)
1238;N/A;POINT (11.375101031721908 44.48629738835593)
1239;N/A;POINT (11.3758271 44.483449)
1240;N/A;POINT (11.376423700000002 44.486647100000006)
1241;N/A;POINT (11.375579600000002 44.4866165)
1242;N/A;POINT (11.3767955 44.4865617)
1243;N/A;POINT (11.3745669 44.48620639999999)
1244;N/A;POINT (11.376695300000002 44.4827154)
1245;N/A;POINT (11.3761031 44.48294090000001)
1246;N/A;POINT (11.377008 44.482595399999994)
1247;N/A;POINT (11.37568830006496 44.483109600039434)
1248;N/A;POINT (11.374531099999999 44.4835494)
1249;N/A;POINT (11.38235495001607 44.48064925000744)
1250;N/A;POINT (11.381018150016779 44.479245600010984)
1251;N/A;POINT (11.381996399970255 44.48076995000892)
1252;N/A;POINT (11.400393200000002 44.488951699999994)
1253;N/A;POINT (11.401240299999998 44.4898967)
1254;N/A;POINT (11.3993202 44.4893017)
1255;N/A;POINT (11.4112424 44.4855754)
1256;N/A;POINT (11.4086232 44.4963326)
1257;N/A;POINT (11.4083483 44.49570490000001)
1258;N/A;POINT (11.4017297 44.49490109999999)
1259;N/A;POINT (11.4104506 44.49662279999999)
1260;N/A;POINT (11.3983933 44.4896809)
1261;N/A;POINT (11.3976225 44.48843260000001)
1262;N/A;POINT (11.4002193 44.4925139)
1263;N/A;POINT (11.3925961 44.491301400000005)
1264;N/A;POINT (11.397155336296844 44.48825725517426)
1265;N/A;POINT (11.377205786774505 44.486528998463946)
1266;N/A;POINT (11.377127700000003 44.4861263)
1267;N/A;POINT (11.370754499999999 44.488033900000005)
1268;N/A;POINT (11.3686842 44.488638300000005)
1269;N/A;POINT (11.3715183 44.4878154)
1270;N/A;POINT (11.371094799999998 44.48854639999998)
1271;N/A;POINT (11.370384 44.48749929999999)
1272;N/A;POINT (11.3644436 44.49522919999998)
1273;N/A;POINT (11.364314800000002 44.49607799999999)
1274;N/A;POINT (11.3657493 44.495322599999994)
1275;N/A;POINT (11.3645746 44.494354099999995)
1276;N/A;POINT (11.3658108 44.49444009999999)
1277;N/A;POINT (11.268741300000002 44.488699)
1278;N/A;POINT (11.2701437 44.4906966)
1279;N/A;POINT (11.2709203 44.4926115)
1280;motorway_junction;POINT (11.2734258 44.506095499999994)
1281;N/A;POINT (11.2688249 44.4895348)
1282;N/A;POINT (11.2671688 44.48820189999999)
1283;motorway_junction;POINT (11.270646499999998 44.4933414)
1284;N/A;POINT (11.2635976 44.486058)
1285;N/A;POINT (11.2690518 44.48957810000001)
1286;motorway_junction;POINT (11.283873700000001 44.4902994)
1287;N/A;POINT (11.2865629 44.490880399999995)
1288;N/A;POINT (11.2929387 44.4929351)
1289;N/A;POINT (11.301115700000002 44.4984616)
1290;N/A;POINT (11.307566199999998 44.502483899999994)
1291;N/A;POINT (11.302905 44.499158)
1292;N/A;POINT (11.2743755 44.5106269)
1293;N/A;POINT (11.2744663 44.510182099999994)
1294;N/A;POINT (11.276869499999998 44.50940159999999)
1295;N/A;POINT (11.277384899996175 44.509904450000306)
1296;N/A;POINT (11.28288110001842 44.5070938000015)
1297;N/A;POINT (11.277310700025167 44.51038675000209)
1298;N/A;POINT (11.277965068402615 44.51017385601481)
1299;N/A;POINT (11.274995 44.5112236)
1300;N/A;POINT (11.279284299999999 44.5139875)
1301;N/A;POINT (11.2829299 44.5182124)
1302;N/A;POINT (11.2775118 44.5113534)
1303;N/A;POINT (11.2737481 44.5114263)
1304;N/A;POINT (11.2761974 44.5092953)
1305;N/A;POINT (11.241187900000002 44.4927738)
1306;N/A;POINT (11.2559712 44.48670709999998)
1307;N/A;POINT (11.2499036 44.5261165)
1308;N/A;POINT (11.250212900000001 44.5262279)
1309;N/A;POINT (11.278202299999998 44.52128449999999)
1310;N/A;POINT (11.2808952 44.5164618)
1311;N/A;POINT (11.246669 44.5248882)
1312;N/A;POINT (11.2489924 44.5246516)
1313;N/A;POINT (11.2505581 44.52552039999999)
1314;N/A;POINT (11.2534537 44.52810599999999)
1315;N/A;POINT (11.2500903 44.527775999999996)
1316;N/A;POINT (11.249192249928734 44.52625930005342)
1317;motorway_junction;POINT (11.268033400000002 44.52498580000001)
1318;N/A;POINT (11.2639252 44.52678329999999)
1319;N/A;POINT (11.2593113 44.5280872)
1320;N/A;POINT (11.276922600000002 44.5218337)
1321;N/A;POINT (11.2449958 44.524986999999996)
1322;N/A;POINT (11.2512209 44.52558419999999)
1323;N/A;POINT (11.25449664997219 44.52456575000507)
1324;N/A;POINT (11.253667900000002 44.5274603)
1325;N/A;POINT (11.259512 44.52785649999999)
1326;N/A;POINT (11.252972000000002 44.5251453)
1327;N/A;POINT (11.2524978 44.52585909999999)
1328;N/A;POINT (11.2518325 44.5255158)
1329;N/A;POINT (11.2502305 44.5259023)
1330;N/A;POINT (11.2524246 44.5263249)
1331;N/A;POINT (11.248836 44.52649619999999)
1332;N/A;POINT (11.2841518 44.5202209)
1333;N/A;POINT (11.2465157 44.5271569)
1334;N/A;POINT (11.2478644 44.5266925)
1335;N/A;POINT (11.383163700010854 44.483154400010775)
1336;N/A;POINT (11.382685200000001 44.4832712)
1337;N/A;POINT (11.3821602 44.48260289999999)
1338;N/A;POINT (11.3816198 44.4819319)
1339;N/A;POINT (11.382997 44.4815777)
1340;N/A;POINT (11.38128970006857 44.48115785003738)
1341;N/A;POINT (11.380895399999998 44.481315900000006)
1342;N/A;POINT (11.395189499999999 44.46850649999999)
1343;N/A;POINT (11.396423940358401 44.467023551781764)
1344;N/A;POINT (11.3947687 44.4693181)
1345;N/A;POINT (11.3933811 44.469881900000004)
1346;N/A;POINT (11.39139284997933 44.47040060000598)
1347;N/A;POINT (11.392983799999998 44.469511499999996)
1348;N/A;POINT (11.3932339 44.468913199999996)
1349;N/A;POINT (11.3936352 44.468735699999996)
1350;N/A;POINT (11.3877492 44.4663175)
1351;N/A;POINT (11.394294500000003 44.46876329999999)
1352;N/A;POINT (11.394634699999997 44.46971739999999)
1353;N/A;POINT (11.397479699975454 44.474500200033205)
1354;N/A;POINT (11.3939899 44.4699685)
1355;N/A;POINT (11.2675962 44.53328230000001)
1356;N/A;POINT (11.268043999975783 44.53328085001435)
1357;N/A;POINT (11.2677211 44.5327314)
1358;N/A;POINT (11.2682356 44.533514499999995)
1359;N/A;POINT (11.267989300016048 44.5337877000125)
1360;N/A;POINT (11.2696999 44.535026900000005)
1361;N/A;POINT (11.267539400000002 44.533731100000004)
1362;N/A;POINT (11.344637200000001 44.5330466)
1363;N/A;POINT (11.3455055 44.53155339999999)
1364;N/A;POINT (11.344722200000001 44.53153699999999)
1365;N/A;POINT (11.345938799999999 44.5314071)
1366;N/A;POINT (11.333713849995847 44.528901600008794)
1367;N/A;POINT (11.333717700000001 44.52983969999999)
1368;N/A;POINT (11.333328999999999 44.529077099999995)
1369;N/A;POINT (11.3324781 44.5272444)
1370;N/A;POINT (11.3673531 44.52136430000001)
1371;N/A;POINT (11.3658913 44.5230543)
1372;N/A;POINT (11.364323899999999 44.522823300000006)
1373;N/A;POINT (11.364787799999998 44.5240954)
1374;N/A;POINT (11.3650528 44.52457929999999)
1375;N/A;POINT (11.366705599999998 44.5275684)
1376;N/A;POINT (11.36598599998715 44.52797250000317)
1377;N/A;POINT (11.3668092 44.52797429999998)
1378;N/A;POINT (11.3476316 44.5149621)
1379;N/A;POINT (11.3453814 44.5150671)
1380;N/A;POINT (11.347539300000001 44.51466210000001)
1381;N/A;POINT (11.348612599999997 44.52322879999999)
1382;N/A;POINT (11.34877284998311 44.523552700025874)
1383;N/A;POINT (11.3791935 44.510286799999996)
1384;N/A;POINT (11.379713306593755 44.5092812102398)
1385;N/A;POINT (11.3808384 44.5094547)
1386;N/A;POINT (11.4018448 44.4950959)
1387;N/A;POINT (11.4007308 44.494844099999995)
1388;N/A;POINT (11.2976355 44.5260812)
1389;N/A;POINT (11.2971526 44.52619030000001)
1390;N/A;POINT (11.298402 44.52786040000001)
1391;N/A;POINT (11.2969505 44.5260828)
1392;N/A;POINT (11.2944571 44.52717019999999)
1393;N/A;POINT (11.296776949986969 44.52576200000187)
1394;N/A;POINT (11.297145300000002 44.5252283)
1395;N/A;POINT (11.2975691 44.52545239999999)
1396;N/A;POINT (11.2982648 44.5255692)
1397;N/A;POINT (11.2977256 44.5258204)
1398;N/A;POINT (11.296185400000002 44.52348250000001)
1399;N/A;POINT (11.296013105832017 44.52304177866026)
1400;N/A;POINT (11.2956879 44.5227822)
1401;N/A;POINT (11.2953814 44.522991)
1402;N/A;POINT (11.296185806041894 44.52267952024568)
1403;N/A;POINT (11.2965746 44.522900799999995)
1404;N/A;POINT (11.296235666672091 44.52327533334353)
1405;N/A;POINT (11.2983147 44.523572699999995)
1406;N/A;POINT (11.3010807 44.52437460000001)
1407;N/A;POINT (11.2957458 44.522536699999996)
1408;N/A;POINT (11.2954518 44.5220622)
1409;N/A;POINT (11.2944282 44.52309339999999)
1410;N/A;POINT (11.2944107 44.52029520000001)
1411;N/A;POINT (11.2942545 44.5198787)
1412;N/A;POINT (11.2946153 44.5208028)
1413;N/A;POINT (11.2932449 44.51939300000001)
1414;motorway_junction;POINT (11.336594799999999 44.531342499999994)
1415;N/A;POINT (11.298652500000001 44.525365100000016)
1416;N/A;POINT (11.2967452 44.51924379999999)
1417;N/A;POINT (11.2972715 44.5188705)
1418;N/A;POINT (11.2974309 44.5202273)
1419;N/A;POINT (11.277909400000002 44.487927000000006)
1420;motorway_junction;POINT (11.279924399999999 44.4885573)
1421;N/A;POINT (11.367512899999998 44.4994825)
1422;N/A;POINT (11.3687773 44.4997503)
1423;N/A;POINT (11.3694689 44.498800800000005)
1424;N/A;POINT (11.3657835 44.499727)
1425;N/A;POINT (11.3712777 44.49814520000001)
1426;N/A;POINT (11.3707088 44.49732980000001)
1427;N/A;POINT (11.373272200000002 44.49649889999999)
1428;N/A;POINT (11.369925300000002 44.49935509999999)
1429;N/A;POINT (11.3705091 44.5000292)
1430;N/A;POINT (11.363706 44.500125499999996)
1431;N/A;POINT (11.3651479 44.499700999999995)
1432;N/A;POINT (11.3621893 44.500793200000004)
1433;N/A;POINT (11.3634626 44.5008924)
1434;N/A;POINT (11.3606749 44.5014461)
1435;N/A;POINT (11.3171641 44.5135457)
1436;N/A;POINT (11.401443300000002 44.50255940000001)
1437;N/A;POINT (11.403178999999998 44.502248)
1438;N/A;POINT (11.398218 44.5003156)
1439;N/A;POINT (11.39529 44.49918780000001)
1440;N/A;POINT (11.3967588 44.4986241)
1441;N/A;POINT (11.3647992 44.50197729999999)
1442;N/A;POINT (11.3650542 44.50210319999999)
1443;N/A;POINT (11.3308979 44.512620899999995)
1444;N/A;POINT (11.3311577 44.5130699)
1445;N/A;POINT (11.329267499999998 44.50978489999999)
1446;N/A;POINT (11.331030599999998 44.51424589999999)
1447;N/A;POINT (11.330934000000001 44.5145094)
1448;N/A;POINT (11.3307739 44.514193)
1449;N/A;POINT (11.33139 44.5154857)
1450;N/A;POINT (11.345456099999998 44.5159465)
1451;N/A;POINT (11.3440901 44.5151141)
1452;N/A;POINT (11.3453234 44.5141476)
1453;N/A;POINT (11.343837199999998 44.51417759999998)
1454;N/A;POINT (11.34736264999466 44.5140537500005)
1455;N/A;POINT (11.2678408 44.524963599999985)
1456;N/A;POINT (11.263491299999998 44.52617469999999)
1457;N/A;POINT (11.2611246 44.52290489999999)
1458;N/A;POINT (11.264443100000001 44.52751610000001)
1459;motorway_junction;POINT (11.3847888 44.5010089)
1460;N/A;POINT (11.392103 44.49651989999999)
1461;N/A;POINT (11.3901391 44.4961608)
1462;N/A;POINT (11.388692 44.4965815)
1463;N/A;POINT (11.3736687 44.4963412)
1464;N/A;POINT (11.376585499999997 44.49670619999999)
1465;N/A;POINT (11.376563726204127 44.498846659946416)
1466;N/A;POINT (11.383228100000002 44.4965237)
1467;N/A;POINT (11.3754635 44.4956824)
1468;N/A;POINT (11.4041884 44.5122123)
1469;N/A;POINT (11.388733799999999 44.494544)
1470;N/A;POINT (11.390277300000001 44.49420139999999)
1471;N/A;POINT (11.337878559902355 44.497701736402696)
1472;N/A;POINT (11.3361845 44.4978676)
1473;N/A;POINT (11.335745 44.498427400000004)
1474;N/A;POINT (11.2937312 44.518360300000005)
1475;N/A;POINT (11.293449600000002 44.51715060000001)
1476;N/A;POINT (11.2940328 44.51918559999999)
1477;N/A;POINT (11.2935835 44.5179521)
1478;motorway_junction;POINT (11.39017 44.49490050000001)
1479;N/A;POINT (11.2971093 44.5245165)
1480;N/A;POINT (11.296307100000002 44.524487199999996)
1481;N/A;POINT (11.396336310321061 44.48845134529323)
1482;N/A;POINT (11.394496476849161 44.48864090937931)
1483;N/A;POINT (11.397959599999998 44.5003826)
1484;N/A;POINT (11.375132500000001 44.501605899999994)
1485;N/A;POINT (11.375271300000001 44.5026992)
1486;N/A;POINT (11.3747091 44.5017245)
1487;N/A;POINT (11.3752156 44.505308)
1488;N/A;POINT (11.374740599999999 44.50489329999999)
1489;N/A;POINT (11.3731036 44.50423630000001)
1490;N/A;POINT (11.374540000000001 44.50310449999999)
1491;N/A;POINT (11.3725742 44.5048537)
1492;N/A;POINT (11.3738093 44.5033896)
1493;N/A;POINT (11.372052899999998 44.5037791)
1494;N/A;POINT (11.383783949992463 44.48316460000774)
1495;N/A;POINT (11.378348975605013 44.475403626262874)
1496;N/A;POINT (11.376815899999999 44.4760796)
1497;N/A;POINT (11.3791166 44.4764288)
1498;N/A;POINT (11.386751749968592 44.47236920003413)
1499;N/A;POINT (11.38722515001179 44.47215725000064)
1500;N/A;POINT (11.387430100018392 44.47289865001283)
1501;N/A;POINT (11.386992299952775 44.471891300049045)
1502;N/A;POINT (11.3856423 44.4726703)
1503;N/A;POINT (11.386518850017199 44.47207315000135)
1504;N/A;POINT (11.3799904 44.474736699999994)
1505;N/A;POINT (11.396808050015997 44.47477900000135)
1506;N/A;POINT (11.396326499988048 44.4753930000013)
1507;N/A;POINT (11.397840200023175 44.475000400002806)
1508;N/A;POINT (11.3634581 44.52465140000001)
1509;N/A;POINT (11.3644144 44.5246412)
1510;N/A;POINT (11.363045 44.5242177)
1511;N/A;POINT (11.3640257 44.52526619999999)
1512;N/A;POINT (11.3651833 44.5235519)
1513;N/A;POINT (11.3637416 44.5231026)
1514;N/A;POINT (11.3644716 44.523441399999996)
1515;N/A;POINT (11.3606005 44.5174707)
1516;N/A;POINT (11.3610759 44.5182081)
1517;N/A;POINT (11.3655086 44.5253112)
1518;N/A;POINT (11.3665064 44.52709519999999)
1519;N/A;POINT (11.3640994 44.522547499999995)
1520;N/A;POINT (11.364421099999998 44.5213911)
1521;N/A;POINT (11.366901599999998 44.5212086)
1522;N/A;POINT (11.363728199999999 44.52160529999999)
1523;N/A;POINT (11.3634443 44.52209560000001)
1524;motorway_junction;POINT (11.3742983 44.51709639999999)
1525;N/A;POINT (11.3630103 44.5215427)
1526;N/A;POINT (11.364317499999999 44.5181447)
1527;N/A;POINT (11.367247569150669 44.52183342197426)
1528;N/A;POINT (11.364136504774738 44.51786349162755)
1529;N/A;POINT (11.3600018 44.50291550000001)
1530;N/A;POINT (11.359172 44.5037434)
1531;N/A;POINT (11.3587412 44.502192199999996)
1532;N/A;POINT (11.361153100000001 44.5035057)
1533;N/A;POINT (11.296681499999998 44.524689900000006)
1534;N/A;POINT (11.363998399999998 44.50342789999999)
1535;N/A;POINT (11.3662528 44.50268559999999)
1536;N/A;POINT (11.358394656268473 44.51055002443994)
1537;N/A;POINT (11.3588744 44.510442299999994)
1538;N/A;POINT (11.3650162 44.49613139999999)
1539;N/A;POINT (11.368868550091166 44.4734871000301)
1540;N/A;POINT (11.3697288 44.4742399)
1541;N/A;POINT (11.3693917 44.47302010000001)
1542;N/A;POINT (11.37329 44.47854900000001)
1543;N/A;POINT (11.3728767 44.477997599999995)
1544;N/A;POINT (11.3711096 44.479715299999995)
1545;N/A;POINT (11.275223899999999 44.517472399999996)
1546;N/A;POINT (11.2708393 44.5189932)
1547;N/A;POINT (11.2756794 44.5182247)
