datetime;time_step;n_ghost_agents;n_agents;mean_speed_kph;std_speed_kph;mean_density_vpk;std_density_vpk;mean_flow_vph;std_flow_vph;mean_traveltime_m;std_traveltime_m;mean_traveldistance_km;std_traveldistance_km;mean_travelspeed_kph;std_travelspeed_kph
2022-01-31 01:00:00;0;0;0;3.48e+01;1.16e+01;0.00e+00;0.00e+00;0.00e+00;0.00e+00;nan;nan;nan;nan;nan;nan
2022-01-31 01:05:00;300;0;1398;3.10e+01;1.44e+01;8.55e-01;3.59e+00;5.04e+00;5.90e+01;2.51e+00;1.21e+00;1.33e+00;7.53e-01;3.02e+01;8.38e+00
2022-01-31 01:10:00;600;0;2293;2.97e+01;1.50e+01;1.28e+00;4.44e+00;8.16e+00;7.92e+01;4.98e+00;2.23e+00;2.96e+00;1.65e+00;3.43e+01;7.83e+00
2022-01-31 01:15:00;900;0;2637;2.94e+01;1.50e+01;1.44e+00;5.40e+00;6.99e+00;6.43e+01;7.38e+00;3.08e+00;4.82e+00;2.76e+00;3.74e+01;9.46e+00
2022-01-31 01:20:00;1200;0;2699;2.90e+01;1.54e+01;1.58e+00;5.36e+00;8.33e+00;7.62e+01;8.61e+00;4.01e+00;5.90e+00;3.83e+00;3.88e+01;1.09e+01
2022-01-31 01:25:00;1500;0;2718;2.90e+01;1.54e+01;1.53e+00;5.19e+00;7.44e+00;6.97e+01;9.06e+00;4.47e+00;6.34e+00;4.32e+00;3.92e+01;1.12e+01
2022-01-31 01:30:00;1800;0;2679;2.92e+01;1.52e+01;1.51e+00;5.32e+00;6.76e+00;5.98e+01;9.19e+00;4.52e+00;6.42e+00;4.40e+00;3.92e+01;1.12e+01
2022-01-31 01:35:00;2100;0;2742;2.90e+01;1.53e+01;1.58e+00;5.34e+00;8.04e+00;7.27e+01;9.01e+00;4.42e+00;6.25e+00;4.27e+00;3.89e+01;1.10e+01
2022-01-31 01:40:00;2400;0;2735;2.91e+01;1.53e+01;1.57e+00;5.27e+00;9.10e+00;8.61e+01;9.20e+00;4.35e+00;6.37e+00;4.19e+00;3.91e+01;1.12e+01
2022-01-31 01:45:00;2700;0;2791;2.91e+01;1.52e+01;1.48e+00;5.03e+00;5.31e+00;5.51e+01;9.17e+00;4.52e+00;6.29e+00;4.18e+00;3.88e+01;1.08e+01
2022-01-31 01:50:00;3000;0;2795;2.88e+01;1.54e+01;1.61e+00;5.25e+00;8.60e+00;7.93e+01;9.46e+00;4.57e+00;6.68e+00;4.39e+00;3.98e+01;1.12e+01
2022-01-31 01:55:00;3300;0;2781;2.89e+01;1.54e+01;1.56e+00;5.17e+00;7.31e+00;6.80e+01;9.37e+00;4.44e+00;6.53e+00;4.24e+00;3.95e+01;1.10e+01
2022-01-31 02:00:00;3600;0;2751;2.91e+01;1.53e+01;1.56e+00;5.16e+00;7.50e+00;7.35e+01;9.23e+00;4.44e+00;6.42e+00;4.32e+00;3.90e+01;1.12e+01
2022-01-31 02:05:00;3900;0;2734;2.91e+01;1.52e+01;1.54e+00;5.24e+00;8.23e+00;7.31e+01;9.27e+00;4.42e+00;6.51e+00;4.30e+00;3.96e+01;1.13e+01
2022-01-31 02:10:00;4200;0;2704;2.90e+01;1.53e+01;1.54e+00;5.18e+00;7.87e+00;7.44e+01;9.18e+00;4.37e+00;6.46e+00;4.35e+00;3.95e+01;1.14e+01
2022-01-31 02:15:00;4500;0;2725;2.93e+01;1.51e+01;1.49e+00;5.29e+00;8.16e+00;7.32e+01;9.22e+00;4.39e+00;6.39e+00;4.15e+00;3.93e+01;1.10e+01
2022-01-31 02:20:00;4800;0;2709;2.92e+01;1.52e+01;1.54e+00;5.26e+00;7.35e+00;6.70e+01;9.08e+00;4.36e+00;6.26e+00;4.11e+00;3.91e+01;1.07e+01
2022-01-31 02:25:00;5100;0;2732;2.90e+01;1.52e+01;1.52e+00;5.02e+00;7.44e+00;6.98e+01;9.34e+00;4.28e+00;6.45e+00;4.07e+00;3.93e+01;1.08e+01
2022-01-31 02:30:00;5400;0;2748;2.93e+01;1.51e+01;1.52e+00;5.51e+00;8.30e+00;7.49e+01;9.04e+00;4.43e+00;6.25e+00;4.21e+00;3.90e+01;1.08e+01
2022-01-31 02:35:00;5700;0;2751;2.90e+01;1.52e+01;1.43e+00;4.71e+00;6.15e+00;5.45e+01;9.38e+00;4.39e+00;6.52e+00;4.11e+00;3.95e+01;1.09e+01
2022-01-31 02:40:00;6000;0;2754;2.90e+01;1.54e+01;1.60e+00;5.88e+00;8.80e+00;7.84e+01;9.17e+00;4.45e+00;6.35e+00;4.21e+00;3.91e+01;1.11e+01
2022-01-31 02:45:00;6300;0;2734;2.92e+01;1.52e+01;1.49e+00;5.07e+00;7.92e+00;7.41e+01;9.09e+00;4.42e+00;6.38e+00;4.22e+00;3.95e+01;1.11e+01
2022-01-31 02:50:00;6600;0;2772;2.89e+01;1.54e+01;1.55e+00;5.15e+00;8.37e+00;7.39e+01;9.46e+00;4.45e+00;6.62e+00;4.31e+00;3.95e+01;1.12e+01
2022-01-31 02:55:00;6900;0;2780;2.90e+01;1.52e+01;1.55e+00;5.29e+00;8.86e+00;8.40e+01;9.31e+00;4.43e+00;6.41e+00;4.22e+00;3.90e+01;1.08e+01
2022-01-31 03:00:00;7200;0;2759;2.92e+01;1.53e+01;1.55e+00;5.38e+00;7.40e+00;7.49e+01;9.24e+00;4.38e+00;6.55e+00;4.38e+00;3.98e+01;1.14e+01
2022-01-31 03:05:00;7500;0;2753;2.90e+01;1.53e+01;1.49e+00;4.95e+00;7.09e+00;6.71e+01;9.33e+00;4.38e+00;6.48e+00;4.21e+00;3.93e+01;1.10e+01
2022-01-31 03:10:00;7800;0;3253;2.82e+01;1.57e+01;1.87e+00;5.95e+00;9.80e+00;8.60e+01;8.91e+00;4.54e+00;6.11e+00;4.22e+00;3.85e+01;1.10e+01
2022-01-31 03:15:00;8100;0;3669;2.82e+01;1.58e+01;2.05e+00;6.83e+00;9.69e+00;8.08e+01;8.61e+00;4.38e+00;5.92e+00;4.12e+00;3.85e+01;1.10e+01
2022-01-31 03:20:00;8400;0;3845;2.82e+01;1.58e+01;2.11e+00;6.51e+00;1.08e+01;8.84e+01;8.85e+00;4.21e+00;6.01e+00;4.03e+00;3.82e+01;1.09e+01
2022-01-31 03:25:00;8700;0;3822;2.78e+01;1.59e+01;2.19e+00;6.50e+00;1.20e+01;9.10e+01;9.10e+00;4.38e+00;6.24e+00;4.17e+00;3.86e+01;1.10e+01
2022-01-31 03:30:00;9000;0;3842;2.81e+01;1.57e+01;2.11e+00;6.77e+00;1.06e+01;8.76e+01;9.32e+00;4.54e+00;6.46e+00;4.34e+00;3.90e+01;1.12e+01
2022-01-31 03:35:00;9300;0;3848;2.79e+01;1.59e+01;2.15e+00;6.52e+00;1.22e+01;9.20e+01;9.28e+00;4.54e+00;6.43e+00;4.32e+00;3.91e+01;1.11e+01
2022-01-31 03:40:00;9600;0;3832;2.76e+01;1.59e+01;2.22e+00;6.86e+00;1.14e+01;9.29e+01;9.17e+00;4.48e+00;6.28e+00;4.24e+00;3.85e+01;1.10e+01
2022-01-31 03:45:00;9900;0;3803;2.80e+01;1.58e+01;2.08e+00;6.34e+00;9.89e+00;7.31e+01;9.14e+00;4.57e+00;6.23e+00;4.27e+00;3.83e+01;1.10e+01
2022-01-31 03:50:00;10200;0;3841;2.79e+01;1.58e+01;2.13e+00;6.25e+00;1.06e+01;8.23e+01;9.22e+00;4.40e+00;6.34e+00;4.24e+00;3.87e+01;1.10e+01
2022-01-31 03:55:00;10500;0;3876;2.76e+01;1.59e+01;2.18e+00;6.78e+00;9.95e+00;8.29e+01;9.32e+00;4.47e+00;6.37e+00;4.16e+00;3.87e+01;1.10e+01
2022-01-31 04:00:00;10800;0;3858;2.82e+01;1.58e+01;2.14e+00;6.88e+00;1.05e+01;8.70e+01;9.18e+00;4.44e+00;6.25e+00;4.18e+00;3.84e+01;1.08e+01
2022-01-31 04:05:00;11100;0;3819;2.78e+01;1.59e+01;2.06e+00;6.15e+00;1.06e+01;7.72e+01;9.30e+00;4.46e+00;6.46e+00;4.37e+00;3.89e+01;1.12e+01
2022-01-31 04:10:00;11400;0;3818;2.77e+01;1.59e+01;2.14e+00;6.33e+00;1.05e+01;8.32e+01;9.16e+00;4.46e+00;6.29e+00;4.26e+00;3.87e+01;1.09e+01
2022-01-31 04:15:00;11700;0;3859;2.79e+01;1.59e+01;2.11e+00;6.45e+00;8.97e+00;7.70e+01;9.35e+00;4.52e+00;6.52e+00;4.37e+00;3.93e+01;1.11e+01
2022-01-31 04:20:00;12000;0;3843;2.78e+01;1.59e+01;2.09e+00;6.24e+00;1.01e+01;7.42e+01;9.17e+00;4.39e+00;6.28e+00;4.15e+00;3.87e+01;1.09e+01
2022-01-31 04:25:00;12300;0;3894;2.77e+01;1.60e+01;2.16e+00;6.60e+00;1.18e+01;9.09e+01;9.21e+00;4.45e+00;6.36e+00;4.27e+00;3.89e+01;1.12e+01
2022-01-31 04:30:00;12600;0;3851;2.79e+01;1.58e+01;2.17e+00;6.81e+00;1.07e+01;8.70e+01;9.39e+00;4.56e+00;6.47e+00;4.27e+00;3.89e+01;1.11e+01
2022-01-31 04:35:00;12900;0;3862;2.78e+01;1.59e+01;2.21e+00;6.87e+00;1.18e+01;8.93e+01;9.12e+00;4.44e+00;6.26e+00;4.19e+00;3.86e+01;1.08e+01
2022-01-31 04:40:00;13200;0;3884;2.77e+01;1.60e+01;2.26e+00;6.94e+00;1.05e+01;7.78e+01;9.39e+00;4.55e+00;6.48e+00;4.28e+00;3.90e+01;1.08e+01
2022-01-31 04:45:00;13500;0;3815;2.83e+01;1.57e+01;2.11e+00;6.77e+00;1.13e+01;9.19e+01;9.28e+00;4.48e+00;6.41e+00;4.25e+00;3.89e+01;1.10e+01
2022-01-31 04:50:00;13800;0;3827;2.79e+01;1.58e+01;2.10e+00;6.36e+00;1.14e+01;9.05e+01;9.24e+00;4.46e+00;6.26e+00;4.14e+00;3.83e+01;1.08e+01
2022-01-31 04:55:00;14100;0;3852;2.79e+01;1.58e+01;2.17e+00;6.94e+00;1.15e+01;9.06e+01;9.18e+00;4.50e+00;6.33e+00;4.34e+00;3.88e+01;1.10e+01
2022-01-31 05:00:00;14400;0;3870;2.80e+01;1.58e+01;2.06e+00;6.36e+00;8.75e+00;7.10e+01;9.25e+00;4.50e+00;6.28e+00;4.16e+00;3.84e+01;1.08e+01
2022-01-31 05:05:00;14700;0;3834;2.79e+01;1.60e+01;2.16e+00;6.52e+00;1.22e+01;9.55e+01;9.32e+00;4.51e+00;6.42e+00;4.25e+00;3.89e+01;1.07e+01
2022-01-31 05:10:00;15000;0;3887;2.78e+01;1.59e+01;2.18e+00;6.66e+00;1.20e+01;9.10e+01;9.32e+00;4.40e+00;6.43e+00;4.26e+00;3.89e+01;1.11e+01
2022-01-31 05:15:00;15300;0;3858;2.81e+01;1.57e+01;2.08e+00;6.50e+00;9.27e+00;7.68e+01;9.17e+00;4.48e+00;6.29e+00;4.17e+00;3.88e+01;1.10e+01
2022-01-31 05:20:00;15600;0;3843;2.79e+01;1.58e+01;2.10e+00;6.50e+00;1.08e+01;8.53e+01;9.32e+00;4.56e+00;6.46e+00;4.40e+00;3.90e+01;1.11e+01
2022-01-31 05:25:00;15900;0;3886;2.77e+01;1.59e+01;2.21e+00;7.11e+00;9.69e+00;8.69e+01;9.31e+00;4.49e+00;6.41e+00;4.25e+00;3.89e+01;1.10e+01
2022-01-31 05:30:00;16200;0;3887;2.80e+01;1.57e+01;2.13e+00;6.80e+00;9.47e+00;8.01e+01;9.43e+00;4.56e+00;6.48e+00;4.33e+00;3.87e+01;1.12e+01
2022-01-31 05:35:00;16500;0;3825;2.78e+01;1.58e+01;2.11e+00;6.08e+00;1.20e+01;9.13e+01;9.25e+00;4.46e+00;6.30e+00;4.16e+00;3.85e+01;1.09e+01
2022-01-31 05:40:00;16800;0;3897;2.77e+01;1.59e+01;2.15e+00;6.36e+00;1.01e+01;8.46e+01;9.36e+00;4.48e+00;6.50e+00;4.31e+00;3.91e+01;1.13e+01
2022-01-31 05:45:00;17100;0;3911;2.81e+01;1.58e+01;2.19e+00;6.90e+00;1.03e+01;8.89e+01;9.37e+00;4.41e+00;6.53e+00;4.34e+00;3.92e+01;1.15e+01
2022-01-31 05:50:00;17400;0;3896;2.78e+01;1.58e+01;2.11e+00;6.41e+00;1.11e+01;8.44e+01;9.36e+00;4.47e+00;6.53e+00;4.37e+00;3.93e+01;1.12e+01
2022-01-31 05:55:00;17700;0;3873;2.77e+01;1.59e+01;2.14e+00;6.45e+00;1.02e+01;8.53e+01;9.24e+00;4.39e+00;6.30e+00;4.17e+00;3.85e+01;1.09e+01
2022-01-31 06:00:00;18000;0;3806;2.82e+01;1.56e+01;2.09e+00;6.59e+00;1.08e+01;8.42e+01;9.44e+00;4.58e+00;6.52e+00;4.34e+00;3.90e+01;1.09e+01
2022-01-31 06:05:00;18300;0;4460;2.73e+01;1.61e+01;2.51e+00;7.40e+00;1.33e+01;9.33e+01;9.03e+00;4.44e+00;6.20e+00;4.25e+00;3.86e+01;1.10e+01
2022-01-31 06:10:00;18600;0;4897;2.71e+01;1.62e+01;2.74e+00;7.98e+00;1.40e+01;9.69e+01;8.94e+00;4.48e+00;6.08e+00;4.16e+00;3.82e+01;1.09e+01
2022-01-31 06:15:00;18900;0;4875;2.73e+01;1.62e+01;2.75e+00;8.70e+00;1.18e+01;8.72e+01;9.02e+00;4.38e+00;6.10e+00;4.12e+00;3.82e+01;1.09e+01
2022-01-31 06:20:00;19200;0;4924;2.70e+01;1.62e+01;2.73e+00;7.98e+00;1.30e+01;9.17e+01;9.23e+00;4.38e+00;6.29e+00;4.24e+00;3.83e+01;1.13e+01
2022-01-31 06:25:00;19500;0;5046;2.67e+01;1.63e+01;2.82e+00;7.85e+00;1.27e+01;8.82e+01;9.19e+00;4.37e+00;6.23e+00;4.19e+00;3.82e+01;1.11e+01
2022-01-31 06:30:00;19800;0;5012;2.70e+01;1.62e+01;2.79e+00;8.63e+00;1.21e+01;9.10e+01;9.37e+00;4.57e+00;6.39e+00;4.32e+00;3.84e+01;1.10e+01
2022-01-31 06:35:00;20100;0;4963;2.70e+01;1.63e+01;2.74e+00;7.87e+00;1.31e+01;9.05e+01;9.31e+00;4.50e+00;6.37e+00;4.31e+00;3.85e+01;1.12e+01
2022-01-31 06:40:00;20400;0;4914;2.68e+01;1.62e+01;2.76e+00;8.15e+00;1.34e+01;9.06e+01;9.28e+00;4.51e+00;6.25e+00;4.18e+00;3.80e+01;1.10e+01
2022-01-31 06:45:00;20700;0;4873;2.73e+01;1.62e+01;2.69e+00;8.15e+00;1.15e+01;8.64e+01;9.21e+00;4.55e+00;6.28e+00;4.36e+00;3.83e+01;1.13e+01
2022-01-31 06:50:00;21000;0;4959;2.68e+01;1.63e+01;2.77e+00;8.15e+00;1.50e+01;1.03e+02;9.32e+00;4.45e+00;6.37e+00;4.25e+00;3.85e+01;1.13e+01
2022-01-31 06:55:00;21300;0;5054;2.66e+01;1.63e+01;2.83e+00;8.21e+00;1.35e+01;9.39e+01;9.36e+00;4.51e+00;6.36e+00;4.28e+00;3.84e+01;1.12e+01
2022-01-31 07:00:00;21600;0;4952;2.72e+01;1.61e+01;2.68e+00;8.16e+00;1.26e+01;9.04e+01;9.24e+00;4.39e+00;6.19e+00;4.09e+00;3.79e+01;1.10e+01
2022-01-31 07:05:00;21900;0;4982;2.68e+01;1.63e+01;2.77e+00;7.81e+00;1.42e+01;9.77e+01;9.31e+00;4.53e+00;6.31e+00;4.23e+00;3.82e+01;1.11e+01
2022-01-31 07:10:00;22200;0;5070;2.69e+01;1.62e+01;2.84e+00;8.65e+00;1.39e+01;9.61e+01;9.41e+00;4.55e+00;6.40e+00;4.34e+00;3.83e+01;1.13e+01
2022-01-31 07:15:00;22500;0;4981;2.70e+01;1.62e+01;2.79e+00;8.66e+00;1.33e+01;9.28e+01;9.32e+00;4.51e+00;6.31e+00;4.25e+00;3.82e+01;1.13e+01
2022-01-31 07:20:00;22800;0;4979;2.70e+01;1.62e+01;2.77e+00;8.03e+00;1.49e+01;1.00e+02;9.35e+00;4.56e+00;6.35e+00;4.31e+00;3.83e+01;1.16e+01
2022-01-31 07:25:00;23100;0;5083;2.67e+01;1.63e+01;2.84e+00;8.36e+00;1.37e+01;9.67e+01;9.37e+00;4.46e+00;6.32e+00;4.12e+00;3.84e+01;1.11e+01
2022-01-31 07:30:00;23400;0;4994;2.73e+01;1.62e+01;2.83e+00;8.84e+00;1.36e+01;9.64e+01;9.47e+00;4.65e+00;6.40e+00;4.34e+00;3.82e+01;1.14e+01
2022-01-31 07:35:00;23700;0;5056;2.68e+01;1.63e+01;2.86e+00;8.33e+00;1.29e+01;9.38e+01;9.34e+00;4.50e+00;6.30e+00;4.30e+00;3.81e+01;1.15e+01
2022-01-31 07:40:00;24000;0;4984;2.66e+01;1.64e+01;2.81e+00;8.14e+00;1.22e+01;8.15e+01;9.40e+00;4.61e+00;6.34e+00;4.33e+00;3.80e+01;1.10e+01
2022-01-31 07:45:00;24300;0;4936;2.71e+01;1.61e+01;2.72e+00;8.44e+00;1.17e+01;8.49e+01;9.36e+00;4.65e+00;6.28e+00;4.23e+00;3.80e+01;1.12e+01
2022-01-31 07:50:00;24600;0;5033;2.68e+01;1.63e+01;2.83e+00;8.29e+00;1.41e+01;9.91e+01;9.38e+00;4.50e+00;6.31e+00;4.16e+00;3.82e+01;1.10e+01
2022-01-31 07:55:00;24900;0;5133;2.68e+01;1.63e+01;2.88e+00;8.54e+00;1.54e+01;1.04e+02;9.40e+00;4.59e+00;6.38e+00;4.33e+00;3.83e+01;1.13e+01
2022-01-31 08:00:00;25200;0;5051;2.70e+01;1.62e+01;2.78e+00;8.96e+00;1.28e+01;9.02e+01;9.44e+00;4.59e+00;6.38e+00;4.35e+00;3.82e+01;1.14e+01
2022-01-31 08:05:00;25500;0;5016;2.70e+01;1.62e+01;2.71e+00;8.24e+00;1.40e+01;9.17e+01;9.36e+00;4.63e+00;6.27e+00;4.29e+00;3.78e+01;1.13e+01
2022-01-31 08:10:00;25800;0;5041;2.69e+01;1.62e+01;2.82e+00;8.78e+00;1.38e+01;9.88e+01;9.47e+00;4.72e+00;6.38e+00;4.34e+00;3.81e+01;1.14e+01
2022-01-31 08:15:00;26100;0;5086;2.72e+01;1.61e+01;2.81e+00;9.46e+00;1.21e+01;8.86e+01;9.35e+00;4.67e+00;6.21e+00;4.16e+00;3.78e+01;1.14e+01
2022-01-31 08:20:00;26400;0;5152;2.68e+01;1.63e+01;2.89e+00;9.03e+00;1.48e+01;1.04e+02;9.51e+00;4.71e+00;6.27e+00;4.16e+00;3.76e+01;1.13e+01
2022-01-31 08:25:00;26700;0;5127;2.68e+01;1.63e+01;2.86e+00;9.04e+00;1.36e+01;9.70e+01;9.73e+00;4.80e+00;6.49e+00;4.37e+00;3.79e+01;1.16e+01
2022-01-31 08:30:00;27000;0;5084;2.71e+01;1.61e+01;2.82e+00;9.54e+00;1.25e+01;9.18e+01;9.45e+00;4.76e+00;6.18e+00;4.13e+00;3.74e+01;1.14e+01
2022-01-31 08:35:00;27300;0;5089;2.68e+01;1.62e+01;2.86e+00;8.83e+00;1.36e+01;9.50e+01;9.69e+00;4.68e+00;6.45e+00;4.28e+00;3.80e+01;1.17e+01
2022-01-31 08:40:00;27600;0;5116;2.67e+01;1.63e+01;2.96e+00;9.47e+00;1.45e+01;1.00e+02;9.46e+00;4.72e+00;6.26e+00;4.21e+00;3.77e+01;1.16e+01
2022-01-31 08:45:00;27900;0;5071;2.72e+01;1.61e+01;2.84e+00;9.75e+00;1.27e+01;9.58e+01;9.43e+00;4.73e+00;6.27e+00;4.25e+00;3.79e+01;1.14e+01
2022-01-31 08:50:00;28200;0;5062;2.70e+01;1.63e+01;2.83e+00;8.74e+00;1.44e+01;9.80e+01;9.44e+00;4.74e+00;6.26e+00;4.21e+00;3.79e+01;1.14e+01
2022-01-31 08:55:00;28500;0;5068;2.69e+01;1.62e+01;2.83e+00;9.16e+00;1.46e+01;1.01e+02;9.64e+00;4.77e+00;6.40e+00;4.25e+00;3.79e+01;1.14e+01
2022-01-31 09:00:00;28800;0;5045;2.73e+01;1.61e+01;2.77e+00;9.10e+00;1.35e+01;1.08e+02;9.49e+00;4.85e+00;6.30e+00;4.28e+00;3.78e+01;1.15e+01
2022-01-31 09:05:00;29100;0;5052;2.69e+01;1.63e+01;2.80e+00;8.61e+00;1.38e+01;9.66e+01;9.46e+00;4.69e+00;6.27e+00;4.22e+00;3.77e+01;1.14e+01
2022-01-31 09:10:00;29400;0;5089;2.67e+01;1.64e+01;2.92e+00;8.95e+00;1.44e+01;9.85e+01;9.48e+00;4.77e+00;6.30e+00;4.34e+00;3.77e+01;1.16e+01
2022-01-31 09:15:00;29700;0;5020;2.73e+01;1.62e+01;2.74e+00;9.06e+00;1.15e+01;8.27e+01;9.34e+00;4.66e+00;6.23e+00;4.22e+00;3.79e+01;1.15e+01
2022-01-31 09:20:00;30000;0;5060;2.68e+01;1.63e+01;2.83e+00;8.66e+00;1.41e+01;9.89e+01;9.56e+00;4.73e+00;6.34e+00;4.20e+00;3.78e+01;1.13e+01
2022-01-31 09:25:00;30300;0;5101;2.68e+01;1.63e+01;2.83e+00;8.75e+00;1.31e+01;9.35e+01;9.50e+00;4.65e+00;6.31e+00;4.19e+00;3.78e+01;1.14e+01
2022-01-31 09:30:00;30600;0;5101;2.71e+01;1.63e+01;2.92e+00;9.68e+00;1.22e+01;8.95e+01;9.52e+00;4.75e+00;6.34e+00;4.27e+00;3.79e+01;1.14e+01
2022-01-31 09:35:00;30900;0;5089;2.68e+01;1.63e+01;2.82e+00;8.51e+00;1.38e+01;9.32e+01;9.59e+00;4.69e+00;6.42e+00;4.29e+00;3.80e+01;1.14e+01
2022-01-31 09:40:00;31200;0;5110;2.70e+01;1.62e+01;2.88e+00;8.81e+00;1.53e+01;9.90e+01;9.55e+00;4.62e+00;6.44e+00;4.28e+00;3.83e+01;1.15e+01
2022-01-31 09:45:00;31500;0;5090;2.71e+01;1.61e+01;2.82e+00;9.65e+00;1.28e+01;8.80e+01;9.44e+00;4.62e+00;6.20e+00;4.01e+00;3.75e+01;1.11e+01
2022-01-31 09:50:00;31800;1;5142;2.69e+01;1.63e+01;2.86e+00;8.87e+00;1.30e+01;8.94e+01;9.50e+00;4.71e+00;6.26e+00;4.08e+00;3.77e+01;1.12e+01
2022-01-31 09:55:00;32100;0;5164;2.68e+01;1.62e+01;2.89e+00;8.84e+00;1.43e+01;9.62e+01;9.74e+00;4.78e+00;6.51e+00;4.37e+00;3.80e+01;1.17e+01
2022-01-31 10:00:00;32400;0;5094;2.69e+01;1.63e+01;2.83e+00;9.34e+00;1.33e+01;9.61e+01;9.61e+00;4.69e+00;6.41e+00;4.25e+00;3.80e+01;1.14e+01
2022-01-31 10:05:00;32700;0;5619;2.66e+01;1.64e+01;3.12e+00;9.09e+00;1.72e+01;1.06e+02;9.28e+00;4.69e+00;6.15e+00;4.29e+00;3.75e+01;1.14e+01
2022-01-31 10:10:00;33000;0;5993;2.62e+01;1.64e+01;3.35e+00;9.83e+00;1.72e+01;1.08e+02;9.10e+00;4.67e+00;5.99e+00;4.24e+00;3.72e+01;1.14e+01
2022-01-31 10:15:00;33300;0;6157;2.64e+01;1.64e+01;3.38e+00;1.07e+01;1.38e+01;9.06e+01;9.19e+00;4.60e+00;6.13e+00;4.23e+00;3.77e+01;1.14e+01
2022-01-31 10:20:00;33600;0;6215;2.61e+01;1.66e+01;3.51e+00;9.96e+00;1.87e+01;1.12e+02;9.44e+00;4.55e+00;6.32e+00;4.33e+00;3.78e+01;1.17e+01
2022-01-31 10:25:00;33900;0;6323;2.59e+01;1.66e+01;3.52e+00;1.06e+01;1.62e+01;1.07e+02;9.59e+00;4.75e+00;6.34e+00;4.34e+00;3.75e+01;1.14e+01
2022-01-31 10:30:00;34200;0;6270;2.65e+01;1.65e+01;3.43e+00;1.10e+01;1.37e+01;8.61e+01;9.46e+00;4.70e+00;6.13e+00;4.20e+00;3.68e+01;1.16e+01
2022-01-31 10:35:00;34500;0;6255;2.61e+01;1.65e+01;3.53e+00;1.08e+01;1.64e+01;9.82e+01;9.49e+00;4.86e+00;6.17e+00;4.39e+00;3.68e+01;1.18e+01
2022-01-31 10:40:00;34800;0;6255;2.61e+01;1.66e+01;3.48e+00;1.14e+01;1.40e+01;9.86e+01;9.57e+00;4.90e+00;6.21e+00;4.28e+00;3.69e+01;1.18e+01
2022-01-31 10:45:00;35100;0;6391;2.65e+01;1.65e+01;3.51e+00;1.17e+01;1.43e+01;1.02e+02;9.67e+00;4.84e+00;6.20e+00;4.21e+00;3.67e+01;1.16e+01
2022-01-31 10:50:00;35400;0;6381;2.62e+01;1.65e+01;3.58e+00;1.16e+01;1.70e+01;1.09e+02;9.69e+00;4.91e+00;6.14e+00;4.20e+00;3.63e+01;1.19e+01
2022-01-31 10:55:00;35700;0;6386;2.61e+01;1.65e+01;3.60e+00;1.17e+01;1.81e+01;1.13e+02;9.76e+00;4.93e+00;6.32e+00;4.41e+00;3.68e+01;1.22e+01
2022-01-31 11:00:00;36000;0;6391;2.64e+01;1.65e+01;3.55e+00;1.19e+01;1.33e+01;8.74e+01;9.70e+00;4.98e+00;6.11e+00;4.23e+00;3.62e+01;1.23e+01
2022-01-31 11:05:00;36300;0;6432;2.61e+01;1.65e+01;3.55e+00;1.14e+01;1.63e+01;9.92e+01;9.79e+00;5.02e+00;6.23e+00;4.34e+00;3.65e+01;1.22e+01
2022-01-31 11:10:00;36600;0;6480;2.58e+01;1.66e+01;3.74e+00;1.17e+01;1.92e+01;1.16e+02;9.90e+00;5.05e+00;6.30e+00;4.31e+00;3.67e+01;1.22e+01
2022-01-31 11:15:00;36900;0;6374;2.64e+01;1.65e+01;3.54e+00;1.19e+01;1.48e+01;1.09e+02;9.82e+00;5.08e+00;6.20e+00;4.24e+00;3.64e+01;1.21e+01
2022-01-31 11:20:00;37200;0;6395;2.61e+01;1.65e+01;3.58e+00;1.13e+01;1.69e+01;1.07e+02;9.82e+00;4.98e+00;6.17e+00;4.21e+00;3.62e+01;1.22e+01
2022-01-31 11:25:00;37500;0;6285;2.59e+01;1.66e+01;3.53e+00;1.12e+01;1.52e+01;9.77e+01;9.79e+00;4.96e+00;6.21e+00;4.24e+00;3.66e+01;1.21e+01
2022-01-31 11:30:00;37800;0;6238;2.66e+01;1.63e+01;3.46e+00;1.21e+01;1.42e+01;9.77e+01;9.54e+00;4.90e+00;6.15e+00;4.28e+00;3.69e+01;1.23e+01
2022-01-31 11:35:00;38100;0;6326;2.62e+01;1.65e+01;3.44e+00;1.11e+01;1.44e+01;9.94e+01;9.63e+00;4.88e+00;6.12e+00;4.23e+00;3.65e+01;1.23e+01
2022-01-31 11:40:00;38400;0;6392;2.61e+01;1.66e+01;3.52e+00;1.12e+01;1.51e+01;9.30e+01;9.71e+00;4.97e+00;6.20e+00;4.24e+00;3.68e+01;1.21e+01
2022-01-31 11:45:00;38700;1;6343;2.64e+01;1.65e+01;3.52e+00;1.18e+01;1.66e+01;1.14e+02;9.69e+00;4.96e+00;6.15e+00;4.18e+00;3.65e+01;1.21e+01
2022-01-31 11:50:00;39000;1;6380;2.61e+01;1.65e+01;3.61e+00;1.18e+01;1.86e+01;1.15e+02;9.83e+00;5.01e+00;6.23e+00;4.32e+00;3.64e+01;1.25e+01
2022-01-31 11:55:00;39300;0;6469;2.61e+01;1.65e+01;3.61e+00;1.17e+01;1.82e+01;1.12e+02;9.79e+00;4.97e+00;6.32e+00;4.38e+00;3.69e+01;1.23e+01
